Clause,WeightType,Modulus,Residue
4700,Hash_SHA256(i),1000003,0
4701,Sequential,1009,0
4701,Sequential,100003,0
4701,Sequential,1000003,0
4701,Polynomial,1009,0
4701,Polynomial,100003,0
4701,Polynomial,1000003,0
4701,Exponential,1009,0
4701,Exponential,100003,0
4701,Exponential,1000003,0
4701,Hash_SHA256(i),1009,0
4701,Hash_SHA256(i),100003,0
4701,Hash_SHA256(i),1000003,0
4702,Sequential,1009,0
4702,Sequential,100003,0
4702,Sequential,1000003,0
4702,Polynomial,1009,0
4702,Polynomial,100003,0
4702,Polynomial,1000003,0
4702,Exponential,1009,0
4702,Exponential,100003,0
4702,Exponential,1000003,0
4702,Hash_SHA256(i),1009,0
4702,Hash_SHA256(i),100003,0
4702,Hash_SHA256(i),1000003,0
4703,Sequential,1009,0
4703,Sequential,100003,0
4703,Sequential,1000003,0
4703,Polynomial,1009,0
4703,Polynomial,100003,0
4703,Polynomial,1000003,0
4703,Exponential,1009,0
4703,Exponential,100003,0
4703,Exponential,1000003,0
4703,Hash_SHA256(i),1009,0
4703,Hash_SHA256(i),100003,0
4703,Hash_SHA256(i),1000003,0
4704,Sequential,1009,0
4704,Sequential,100003,0
4704,Sequential,1000003,0
4704,Polynomial,1009,0
4704,Polynomial,100003,0
4704,Polynomial,1000003,0
4704,Exponential,1009,0
4704,Exponential,100003,0
4704,Exponential,1000003,0
4704,Hash_SHA256(i),1009,0
4704,Hash_SHA256(i),100003,0
4704,Hash_SHA256(i),1000003,0
4705,Sequential,1009,0
4705,Sequential,100003,0
4705,Sequential,1000003,0
4705,Polynomial,1009,0
4705,Polynomial,100003,0
4705,Polynomial,1000003,0
4705,Exponential,1009,0
4705,Exponential,100003,0
4705,Exponential,1000003,0
4705,Hash_SHA256(i),1009,0
4705,Hash_SHA256(i),100003,0
4705,Hash_SHA256(i),1000003,0
4706,Sequential,1009,0
4706,Sequential,100003,0
4706,Sequential,1000003,0
4706,Polynomial,1009,0
4706,Polynomial,100003,0
4706,Polynomial,1000003,0
4706,Exponential,1009,0
4706,Exponential,100003,0
4706,Exponential,1000003,0
4706,Hash_SHA256(i),1009,0
4706,Hash_SHA256(i),100003,0
4706,Hash_SHA256(i),1000003,0
4707,Sequential,1009,0
4707,Sequential,100003,0
4707,Sequential,1000003,0
4707,Polynomial,1009,0
4707,Polynomial,100003,0
4707,Polynomial,1000003,0
4707,Exponential,1009,0
4707,Exponential,100003,0
4707,Exponential,1000003,0
4707,Hash_SHA256(i),1009,0
4707,Hash_SHA256(i),100003,0
4707,Hash_SHA256(i),1000003,0
4708,Sequential,1009,0
4708,Sequential,100003,0
4708,Sequential,1000003,0
4708,Polynomial,1009,0
4708,Polynomial,100003,0
4708,Polynomial,1000003,0
4708,Exponential,1009,0
4708,Exponential,100003,0
4708,Exponential,1000003,0
4708,Hash_SHA256(i),1009,0
4708,Hash_SHA256(i),100003,0
4708,Hash_SHA256(i),1000003,0
4709,Sequential,1009,0
4709,Sequential,100003,0
4709,Sequential,1000003,0
4709,Polynomial,1009,0
4709,Polynomial,100003,0
4709,Polynomial,1000003,0
4709,Exponential,1009,0
4709,Exponential,100003,0
4709,Exponential,1000003,0
4709,Hash_SHA256(i),1009,0
4709,Hash_SHA256(i),100003,0
4709,Hash_SHA256(i),1000003,0
4710,Sequential,1009,0
4710,Sequential,100003,0
4710,Sequential,1000003,0
4710,Polynomial,1009,0
4710,Polynomial,100003,0
4710,Polynomial,1000003,0
4710,Exponential,1009,0
4710,Exponential,100003,0
4710,Exponential,1000003,0
4710,Hash_SHA256(i),1009,0
4710,Hash_SHA256(i),100003,0
4710,Hash_SHA256(i),1000003,0
4711,Sequential,1009,0
4711,Sequential,100003,0
4711,Sequential,1000003,0
4711,Polynomial,1009,0
4711,Polynomial,100003,0
4711,Polynomial,1000003,0
4711,Exponential,1009,0
4711,Exponential,100003,0
4711,Exponential,1000003,0
4711,Hash_SHA256(i),1009,0
4711,Hash_SHA256(i),100003,0
4711,Hash_SHA256(i),1000003,0
4712,Sequential,1009,0
4712,Sequential,100003,0
4712,Sequential,1000003,0
4712,Polynomial,1009,0
4712,Polynomial,100003,0
4712,Polynomial,1000003,0
4712,Exponential,1009,0
4712,Exponential,100003,0
4712,Exponential,1000003,0
4712,Hash_SHA256(i),1009,0
4712,Hash_SHA256(i),100003,0
4712,Hash_SHA256(i),1000003,0
4713,Sequential,1009,0
4713,Sequential,100003,0
4713,Sequential,1000003,0
4713,Polynomial,1009,0
4713,Polynomial,100003,0
4713,Polynomial,1000003,0
4713,Exponential,1009,0
4713,Exponential,100003,0
4713,Exponential,1000003,0
4713,Hash_SHA256(i),1009,0
4713,Hash_SHA256(i),100003,0
4713,Hash_SHA256(i),1000003,0
4714,Sequential,1009,0
4714,Sequential,100003,0
4714,Sequential,1000003,0
4714,Polynomial,1009,0
4714,Polynomial,100003,0
4714,Polynomial,1000003,0
4714,Exponential,1009,0
4714,Exponential,100003,0
4714,Exponential,1000003,0
4714,Hash_SHA256(i),1009,0
4714,Hash_SHA256(i),100003,0
4714,Hash_SHA256(i),1000003,0
4715,Sequential,1009,0
4715,Sequential,100003,0
4715,Sequential,1000003,0
4715,Polynomial,1009,0
4715,Polynomial,100003,0
4715,Polynomial,1000003,0
4715,Exponential,1009,0
4715,Exponential,100003,0
4715,Exponential,1000003,0
4715,Hash_SHA256(i),1009,0
4715,Hash_SHA256(i),100003,0
4715,Hash_SHA256(i),1000003,0
4716,Sequential,1009,0
4716,Sequential,100003,0
4716,Sequential,1000003,0
4716,Polynomial,1009,0
4716,Polynomial,100003,0
4716,Polynomial,1000003,0
4716,Exponential,1009,0
4716,Exponential,100003,0
4716,Exponential,1000003,0
4716,Hash_SHA256(i),1009,0
4716,Hash_SHA256(i),100003,0
4716,Hash_SHA256(i),1000003,0
4717,Sequential,1009,0
4717,Sequential,100003,0
4717,Sequential,1000003,0
4717,Polynomial,1009,0
4717,Polynomial,100003,0
4717,Polynomial,1000003,0
4717,Exponential,1009,0
4717,Exponential,100003,0
4717,Exponential,1000003,0
4717,Hash_SHA256(i),1009,0
4717,Hash_SHA256(i),100003,0
4717,Hash_SHA256(i),1000003,0
4718,Sequential,1009,0
4718,Sequential,100003,0
4718,Sequential,1000003,0
4718,Polynomial,1009,0
4718,Polynomial,100003,0
4718,Polynomial,1000003,0
4718,Exponential,1009,0
4718,Exponential,100003,0
4718,Exponential,1000003,0
4718,Hash_SHA256(i),1009,0
4718,Hash_SHA256(i),100003,0
4718,Hash_SHA256(i),1000003,0
4719,Sequential,1009,0
4719,Sequential,100003,0
4719,Sequential,1000003,0
4719,Polynomial,1009,0
4719,Polynomial,100003,0
4719,Polynomial,1000003,0
4719,Exponential,1009,0
4719,Exponential,100003,0
4719,Exponential,1000003,0
4719,Hash_SHA256(i),1009,0
4719,Hash_SHA256(i),100003,0
4719,Hash_SHA256(i),1000003,0
4720,Sequential,1009,0
4720,Sequential,100003,0
4720,Sequential,1000003,0
4720,Polynomial,1009,0
4720,Polynomial,100003,0
4720,Polynomial,1000003,0
4720,Exponential,1009,0
4720,Exponential,100003,0
4720,Exponential,1000003,0
4720,Hash_SHA256(i),1009,0
4720,Hash_SHA256(i),100003,0
4720,Hash_SHA256(i),1000003,0
4721,Sequential,1009,0
4721,Sequential,100003,0
4721,Sequential,1000003,0
4721,Polynomial,1009,0
4721,Polynomial,100003,0
4721,Polynomial,1000003,0
4721,Exponential,1009,0
4721,Exponential,100003,0
4721,Exponential,1000003,0
4721,Hash_SHA256(i),1009,0
4721,Hash_SHA256(i),100003,0
4721,Hash_SHA256(i),1000003,0
4722,Sequential,1009,0
4722,Sequential,100003,0
4722,Sequential,1000003,0
4722,Polynomial,1009,0
4722,Polynomial,100003,0
4722,Polynomial,1000003,0
4722,Exponential,1009,0
4722,Exponential,100003,0
4722,Exponential,1000003,0
4722,Hash_SHA256(i),1009,0
4722,Hash_SHA256(i),100003,0
4722,Hash_SHA256(i),1000003,0
4723,Sequential,1009,0
4723,Sequential,100003,0
4723,Sequential,1000003,0
4723,Polynomial,1009,0
4723,Polynomial,100003,0
4723,Polynomial,1000003,0
4723,Exponential,1009,0
4723,Exponential,100003,0
4723,Exponential,1000003,0
4723,Hash_SHA256(i),1009,0
4723,Hash_SHA256(i),100003,0
4723,Hash_SHA256(i),1000003,0
4724,Sequential,1009,0
4724,Sequential,100003,0
4724,Sequential,1000003,0
4724,Polynomial,1009,0
4724,Polynomial,100003,0
4724,Polynomial,1000003,0
4724,Exponential,1009,0
4724,Exponential,100003,0
4724,Exponential,1000003,0
4724,Hash_SHA256(i),1009,0
4724,Hash_SHA256(i),100003,0
4724,Hash_SHA256(i),1000003,0
4725,Sequential,1009,0
4725,Sequential,100003,0
4725,Sequential,1000003,0
4725,Polynomial,1009,0
4725,Polynomial,100003,0
4725,Polynomial,1000003,0
4725,Exponential,1009,0
4725,Exponential,100003,0
4725,Exponential,1000003,0
4725,Hash_SHA256(i),1009,0
4725,Hash_SHA256(i),100003,0
4725,Hash_SHA256(i),1000003,0
4726,Sequential,1009,0
4726,Sequential,100003,0
4726,Sequential,1000003,0
4726,Polynomial,1009,0
4726,Polynomial,100003,0
4726,Polynomial,1000003,0
4726,Exponential,1009,0
4726,Exponential,100003,0
4726,Exponential,1000003,0
4726,Hash_SHA256(i),1009,0
4726,Hash_SHA256(i),100003,0
4726,Hash_SHA256(i),1000003,0
4727,Sequential,1009,0
4727,Sequential,100003,0
4727,Sequential,1000003,0
4727,Polynomial,1009,0
4727,Polynomial,100003,0
4727,Polynomial,1000003,0
4727,Exponential,1009,0
4727,Exponential,100003,0
4727,Exponential,1000003,0
4727,Hash_SHA256(i),1009,0
4727,Hash_SHA256(i),100003,0
4727,Hash_SHA256(i),1000003,0
4728,Sequential,1009,0
4728,Sequential,100003,0
4728,Sequential,1000003,0
4728,Polynomial,1009,0
4728,Polynomial,100003,0
4728,Polynomial,1000003,0
4728,Exponential,1009,0
4728,Exponential,100003,0
4728,Exponential,1000003,0
4728,Hash_SHA256(i),1009,0
4728,Hash_SHA256(i),100003,0
4728,Hash_SHA256(i),1000003,0
4729,Sequential,1009,0
4729,Sequential,100003,0
4729,Sequential,1000003,0
4729,Polynomial,1009,0
4729,Polynomial,100003,0
4729,Polynomial,1000003,0
4729,Exponential,1009,0
4729,Exponential,100003,0
4729,Exponential,1000003,0
4729,Hash_SHA256(i),1009,0
4729,Hash_SHA256(i),100003,0
4729,Hash_SHA256(i),1000003,0
4730,Sequential,1009,0
4730,Sequential,100003,0
4730,Sequential,1000003,0
4730,Polynomial,1009,0
4730,Polynomial,100003,0
4730,Polynomial,1000003,0
4730,Exponential,1009,0
4730,Exponential,100003,0
4730,Exponential,1000003,0
4730,Hash_SHA256(i),1009,0
4730,Hash_SHA256(i),100003,0
4730,Hash_SHA256(i),1000003,0
4731,Sequential,1009,0
4731,Sequential,100003,0
4731,Sequential,1000003,0
4731,Polynomial,1009,0
4731,Polynomial,100003,0
4731,Polynomial,1000003,0
4731,Exponential,1009,0
4731,Exponential,100003,0
4731,Exponential,1000003,0
4731,Hash_SHA256(i),1009,0
4731,Hash_SHA256(i),100003,0
4731,Hash_SHA256(i),1000003,0
4732,Sequential,1009,0
4732,Sequential,100003,0
4732,Sequential,1000003,0
4732,Polynomial,1009,0
4732,Polynomial,100003,0
4732,Polynomial,1000003,0
4732,Exponential,1009,0
4732,Exponential,100003,0
4732,Exponential,1000003,0
4732,Hash_SHA256(i),1009,0
4732,Hash_SHA256(i),100003,0
4732,Hash_SHA256(i),1000003,0
4733,Sequential,1009,0
4733,Sequential,100003,0
4733,Sequential,1000003,0
4733,Polynomial,1009,0
4733,Polynomial,100003,0
4733,Polynomial,1000003,0
4733,Exponential,1009,0
4733,Exponential,100003,0
4733,Exponential,1000003,0
4733,Hash_SHA256(i),1009,0
4733,Hash_SHA256(i),100003,0
4733,Hash_SHA256(i),1000003,0
4734,Sequential,1009,0
4734,Sequential,100003,0
4734,Sequential,1000003,0
4734,Polynomial,1009,0
4734,Polynomial,100003,0
4734,Polynomial,1000003,0
4734,Exponential,1009,0
4734,Exponential,100003,0
4734,Exponential,1000003,0
4734,Hash_SHA256(i),1009,0
4734,Hash_SHA256(i),100003,0
4734,Hash_SHA256(i),1000003,0
4735,Sequential,1009,0
4735,Sequential,100003,0
4735,Sequential,1000003,0
4735,Polynomial,1009,0
4735,Polynomial,100003,0
4735,Polynomial,1000003,0
4735,Exponential,1009,0
4735,Exponential,100003,0
4735,Exponential,1000003,0
4735,Hash_SHA256(i),1009,0
4735,Hash_SHA256(i),100003,0
4735,Hash_SHA256(i),1000003,0
4736,Sequential,1009,0
4736,Sequential,100003,0
4736,Sequential,1000003,0
4736,Polynomial,1009,0
4736,Polynomial,100003,0
4736,Polynomial,1000003,0
4736,Exponential,1009,0
4736,Exponential,100003,0
4736,Exponential,1000003,0
4736,Hash_SHA256(i),1009,0
4736,Hash_SHA256(i),100003,0
4736,Hash_SHA256(i),1000003,0
4737,Sequential,1009,0
4737,Sequential,100003,0
4737,Sequential,1000003,0
4737,Polynomial,1009,0
4737,Polynomial,100003,0
4737,Polynomial,1000003,0
4737,Exponential,1009,0
4737,Exponential,100003,0
4737,Exponential,1000003,0
4737,Hash_SHA256(i),1009,0
4737,Hash_SHA256(i),100003,0
4737,Hash_SHA256(i),1000003,0
4738,Sequential,1009,0
4738,Sequential,100003,0
4738,Sequential,1000003,0
4738,Polynomial,1009,0
4738,Polynomial,100003,0
4738,Polynomial,1000003,0
4738,Exponential,1009,0
4738,Exponential,100003,0
4738,Exponential,1000003,0
4738,Hash_SHA256(i),1009,0
4738,Hash_SHA256(i),100003,0
4738,Hash_SHA256(i),1000003,0
4739,Sequential,1009,0
4739,Sequential,100003,0
4739,Sequential,1000003,0
4739,Polynomial,1009,0
4739,Polynomial,100003,0
4739,Polynomial,1000003,0
4739,Exponential,1009,0
4739,Exponential,100003,0
4739,Exponential,1000003,0
4739,Hash_SHA256(i),1009,0
4739,Hash_SHA256(i),100003,0
4739,Hash_SHA256(i),1000003,0
4740,Sequential,1009,0
4740,Sequential,100003,0
4740,Sequential,1000003,0
4740,Polynomial,1009,0
4740,Polynomial,100003,0
4740,Polynomial,1000003,0
4740,Exponential,1009,0
4740,Exponential,100003,0
4740,Exponential,1000003,0
4740,Hash_SHA256(i),1009,0
4740,Hash_SHA256(i),100003,0
4740,Hash_SHA256(i),1000003,0
4741,Sequential,1009,0
4741,Sequential,100003,0
4741,Sequential,1000003,0
4741,Polynomial,1009,0
4741,Polynomial,100003,0
4741,Polynomial,1000003,0
4741,Exponential,1009,0
4741,Exponential,100003,0
4741,Exponential,1000003,0
4741,Hash_SHA256(i),1009,0
4741,Hash_SHA256(i),100003,0
4741,Hash_SHA256(i),1000003,0
4742,Sequential,1009,0
4742,Sequential,100003,0
4742,Sequential,1000003,0
4742,Polynomial,1009,0
4742,Polynomial,100003,0
4742,Polynomial,1000003,0
4742,Exponential,1009,0
4742,Exponential,100003,0
4742,Exponential,1000003,0
4742,Hash_SHA256(i),1009,0
4742,Hash_SHA256(i),100003,0
4742,Hash_SHA256(i),1000003,0
4743,Sequential,1009,0
4743,Sequential,100003,0
4743,Sequential,1000003,0
4743,Polynomial,1009,0
4743,Polynomial,100003,0
4743,Polynomial,1000003,0
4743,Exponential,1009,0
4743,Exponential,100003,0
4743,Exponential,1000003,0
4743,Hash_SHA256(i),1009,0
4743,Hash_SHA256(i),100003,0
4743,Hash_SHA256(i),1000003,0
4744,Sequential,1009,0
4744,Sequential,100003,0
4744,Sequential,1000003,0
4744,Polynomial,1009,0
4744,Polynomial,100003,0
4744,Polynomial,1000003,0
4744,Exponential,1009,0
4744,Exponential,100003,0
4744,Exponential,1000003,0
4744,Hash_SHA256(i),1009,0
4744,Hash_SHA256(i),100003,0
4744,Hash_SHA256(i),1000003,0
4745,Sequential,1009,0
4745,Sequential,100003,0
4745,Sequential,1000003,0
4745,Polynomial,1009,0
4745,Polynomial,100003,0
4745,Polynomial,1000003,0
4745,Exponential,1009,0
4745,Exponential,100003,0
4745,Exponential,1000003,0
4745,Hash_SHA256(i),1009,0
4745,Hash_SHA256(i),100003,0
4745,Hash_SHA256(i),1000003,0
4746,Sequential,1009,0
4746,Sequential,100003,0
4746,Sequential,1000003,0
4746,Polynomial,1009,0
4746,Polynomial,100003,0
4746,Polynomial,1000003,0
4746,Exponential,1009,0
4746,Exponential,100003,0
4746,Exponential,1000003,0
4746,Hash_SHA256(i),1009,0
4746,Hash_SHA256(i),100003,0
4746,Hash_SHA256(i),1000003,0
4747,Sequential,1009,0
4747,Sequential,100003,0
4747,Sequential,1000003,0
4747,Polynomial,1009,0
4747,Polynomial,100003,0
4747,Polynomial,1000003,0
4747,Exponential,1009,0
4747,Exponential,100003,0
4747,Exponential,1000003,0
4747,Hash_SHA256(i),1009,0
4747,Hash_SHA256(i),100003,0
4747,Hash_SHA256(i),1000003,0
4748,Sequential,1009,0
4748,Sequential,100003,0
4748,Sequential,1000003,0
4748,Polynomial,1009,0
4748,Polynomial,100003,0
4748,Polynomial,1000003,0
4748,Exponential,1009,0
4748,Exponential,100003,0
4748,Exponential,1000003,0
4748,Hash_SHA256(i),1009,0
4748,Hash_SHA256(i),100003,0
4748,Hash_SHA256(i),1000003,0
4749,Sequential,1009,0
4749,Sequential,100003,0
4749,Sequential,1000003,0
4749,Polynomial,1009,0
4749,Polynomial,100003,0
4749,Polynomial,1000003,0
4749,Exponential,1009,0
4749,Exponential,100003,0
4749,Exponential,1000003,0
4749,Hash_SHA256(i),1009,0
4749,Hash_SHA256(i),100003,0
4749,Hash_SHA256(i),1000003,0
4750,Sequential,1009,0
4750,Sequential,100003,0
4750,Sequential,1000003,0
4750,Polynomial,1009,0
4750,Polynomial,100003,0
4750,Polynomial,1000003,0
4750,Exponential,1009,0
4750,Exponential,100003,0
4750,Exponential,1000003,0
4750,Hash_SHA256(i),1009,0
4750,Hash_SHA256(i),100003,0
4750,Hash_SHA256(i),1000003,0
4751,Sequential,1009,0
4751,Sequential,100003,0
4751,Sequential,1000003,0
4751,Polynomial,1009,0
4751,Polynomial,100003,0
4751,Polynomial,1000003,0
4751,Exponential,1009,0
4751,Exponential,100003,0
4751,Exponential,1000003,0
4751,Hash_SHA256(i),1009,0
4751,Hash_SHA256(i),100003,0
4751,Hash_SHA256(i),1000003,0
4752,Sequential,1009,0
4752,Sequential,100003,0
4752,Sequential,1000003,0
4752,Polynomial,1009,0
4752,Polynomial,100003,0
4752,Polynomial,1000003,0
4752,Exponential,1009,0
4752,Exponential,100003,0
4752,Exponential,1000003,0
4752,Hash_SHA256(i),1009,0
4752,Hash_SHA256(i),100003,0
4752,Hash_SHA256(i),1000003,0
4753,Sequential,1009,0
4753,Sequential,100003,0
4753,Sequential,1000003,0
4753,Polynomial,1009,0
4753,Polynomial,100003,0
4753,Polynomial,1000003,0
4753,Exponential,1009,0
4753,Exponential,100003,0
4753,Exponential,1000003,0
4753,Hash_SHA256(i),1009,0
4753,Hash_SHA256(i),100003,0
4753,Hash_SHA256(i),1000003,0
4754,Sequential,1009,0
4754,Sequential,100003,0
4754,Sequential,1000003,0
4754,Polynomial,1009,0
4754,Polynomial,100003,0
4754,Polynomial,1000003,0
4754,Exponential,1009,0
4754,Exponential,100003,0
4754,Exponential,1000003,0
4754,Hash_SHA256(i),1009,0
4754,Hash_SHA256(i),100003,0
4754,Hash_SHA256(i),1000003,0
4755,Sequential,1009,0
4755,Sequential,100003,0
4755,Sequential,1000003,0
4755,Polynomial,1009,0
4755,Polynomial,100003,0
4755,Polynomial,1000003,0
4755,Exponential,1009,0
4755,Exponential,100003,0
4755,Exponential,1000003,0
4755,Hash_SHA256(i),1009,0
4755,Hash_SHA256(i),100003,0
4755,Hash_SHA256(i),1000003,0
4756,Sequential,1009,0
4756,Sequential,100003,0
4756,Sequential,1000003,0
4756,Polynomial,1009,0
4756,Polynomial,100003,0
4756,Polynomial,1000003,0
4756,Exponential,1009,0
4756,Exponential,100003,0
4756,Exponential,1000003,0
4756,Hash_SHA256(i),1009,0
4756,Hash_SHA256(i),100003,0
4756,Hash_SHA256(i),1000003,0
4757,Sequential,1009,0
4757,Sequential,100003,0
4757,Sequential,1000003,0
4757,Polynomial,1009,0
4757,Polynomial,100003,0
4757,Polynomial,1000003,0
4757,Exponential,1009,0
4757,Exponential,100003,0
4757,Exponential,1000003,0
4757,Hash_SHA256(i),1009,0
4757,Hash_SHA256(i),100003,0
4757,Hash_SHA256(i),1000003,0
4758,Sequential,1009,0
4758,Sequential,100003,0
4758,Sequential,1000003,0
4758,Polynomial,1009,0
4758,Polynomial,100003,0
4758,Polynomial,1000003,0
4758,Exponential,1009,0
4758,Exponential,100003,0
4758,Exponential,1000003,0
4758,Hash_SHA256(i),1009,0
4758,Hash_SHA256(i),100003,0
4758,Hash_SHA256(i),1000003,0
4759,Sequential,1009,0
4759,Sequential,100003,0
4759,Sequential,1000003,0
4759,Polynomial,1009,0
4759,Polynomial,100003,0
4759,Polynomial,1000003,0
4759,Exponential,1009,0
4759,Exponential,100003,0
4759,Exponential,1000003,0
4759,Hash_SHA256(i),1009,0
4759,Hash_SHA256(i),100003,0
4759,Hash_SHA256(i),1000003,0
4760,Sequential,1009,0
4760,Sequential,100003,0
4760,Sequential,1000003,0
4760,Polynomial,1009,0
4760,Polynomial,100003,0
4760,Polynomial,1000003,0
4760,Exponential,1009,0
4760,Exponential,100003,0
4760,Exponential,1000003,0
4760,Hash_SHA256(i),1009,0
4760,Hash_SHA256(i),100003,0
4760,Hash_SHA256(i),1000003,0
4761,Sequential,1009,0
4761,Sequential,100003,0
4761,Sequential,1000003,0
4761,Polynomial,1009,0
4761,Polynomial,100003,0
4761,Polynomial,1000003,0
4761,Exponential,1009,0
4761,Exponential,100003,0
4761,Exponential,1000003,0
4761,Hash_SHA256(i),1009,0
4761,Hash_SHA256(i),100003,0
4761,Hash_SHA256(i),1000003,0
4762,Sequential,1009,0
4762,Sequential,100003,0
4762,Sequential,1000003,0
4762,Polynomial,1009,0
4762,Polynomial,100003,0
4762,Polynomial,1000003,0
4762,Exponential,1009,0
4762,Exponential,100003,0
4762,Exponential,1000003,0
4762,Hash_SHA256(i),1009,0
4762,Hash_SHA256(i),100003,0
4762,Hash_SHA256(i),1000003,0
4763,Sequential,1009,0
4763,Sequential,100003,0
4763,Sequential,1000003,0
4763,Polynomial,1009,0
4763,Polynomial,100003,0
4763,Polynomial,1000003,0
4763,Exponential,1009,0
4763,Exponential,100003,0
4763,Exponential,1000003,0
4763,Hash_SHA256(i),1009,0
4763,Hash_SHA256(i),100003,0
4763,Hash_SHA256(i),1000003,0
4764,Sequential,1009,0
4764,Sequential,100003,0
4764,Sequential,1000003,0
4764,Polynomial,1009,0
4764,Polynomial,100003,0
4764,Polynomial,1000003,0
4764,Exponential,1009,0
4764,Exponential,100003,0
4764,Exponential,1000003,0
4764,Hash_SHA256(i),1009,0
4764,Hash_SHA256(i),100003,0
4764,Hash_SHA256(i),1000003,0
4765,Sequential,1009,0
4765,Sequential,100003,0
4765,Sequential,1000003,0
4765,Polynomial,1009,0
4765,Polynomial,100003,0
4765,Polynomial,1000003,0
4765,Exponential,1009,0
4765,Exponential,100003,0
4765,Exponential,1000003,0
4765,Hash_SHA256(i),1009,0
4765,Hash_SHA256(i),100003,0
4765,Hash_SHA256(i),1000003,0
4766,Sequential,1009,0
4766,Sequential,100003,0
4766,Sequential,1000003,0
4766,Polynomial,1009,0
4766,Polynomial,100003,0
4766,Polynomial,1000003,0
4766,Exponential,1009,0
4766,Exponential,100003,0
4766,Exponential,1000003,0
4766,Hash_SHA256(i),1009,0
4766,Hash_SHA256(i),100003,0
4766,Hash_SHA256(i),1000003,0
4767,Sequential,1009,0
4767,Sequential,100003,0
4767,Sequential,1000003,0
4767,Polynomial,1009,0
4767,Polynomial,100003,0
4767,Polynomial,1000003,0
4767,Exponential,1009,0
4767,Exponential,100003,0
4767,Exponential,1000003,0
4767,Hash_SHA256(i),1009,0
4767,Hash_SHA256(i),100003,0
4767,Hash_SHA256(i),1000003,0
4768,Sequential,1009,0
4768,Sequential,100003,0
4768,Sequential,1000003,0
4768,Polynomial,1009,0
4768,Polynomial,100003,0
4768,Polynomial,1000003,0
4768,Exponential,1009,0
4768,Exponential,100003,0
4768,Exponential,1000003,0
4768,Hash_SHA256(i),1009,0
4768,Hash_SHA256(i),100003,0
4768,Hash_SHA256(i),1000003,0
4769,Sequential,1009,0
4769,Sequential,100003,0
4769,Sequential,1000003,0
4769,Polynomial,1009,0
4769,Polynomial,100003,0
4769,Polynomial,1000003,0
4769,Exponential,1009,0
4769,Exponential,100003,0
4769,Exponential,1000003,0
4769,Hash_SHA256(i),1009,0
4769,Hash_SHA256(i),100003,0
4769,Hash_SHA256(i),1000003,0
4770,Sequential,1009,0
4770,Sequential,100003,0
4770,Sequential,1000003,0
4770,Polynomial,1009,0
4770,Polynomial,100003,0
4770,Polynomial,1000003,0
4770,Exponential,1009,0
4770,Exponential,100003,0
4770,Exponential,1000003,0
4770,Hash_SHA256(i),1009,0
4770,Hash_SHA256(i),100003,0
4770,Hash_SHA256(i),1000003,0
4771,Sequential,1009,0
4771,Sequential,100003,0
4771,Sequential,1000003,0
4771,Polynomial,1009,0
4771,Polynomial,100003,0
4771,Polynomial,1000003,0
4771,Exponential,1009,0
4771,Exponential,100003,0
4771,Exponential,1000003,0
4771,Hash_SHA256(i),1009,0
4771,Hash_SHA256(i),100003,0
4771,Hash_SHA256(i),1000003,0
4772,Sequential,1009,0
4772,Sequential,100003,0
4772,Sequential,1000003,0
4772,Polynomial,1009,0
4772,Polynomial,100003,0
4772,Polynomial,1000003,0
4772,Exponential,1009,0
4772,Exponential,100003,0
4772,Exponential,1000003,0
4772,Hash_SHA256(i),1009,0
4772,Hash_SHA256(i),100003,0
4772,Hash_SHA256(i),1000003,0
4773,Sequential,1009,0
4773,Sequential,100003,0
4773,Sequential,1000003,0
4773,Polynomial,1009,0
4773,Polynomial,100003,0
4773,Polynomial,1000003,0
4773,Exponential,1009,0
4773,Exponential,100003,0
4773,Exponential,1000003,0
4773,Hash_SHA256(i),1009,0
4773,Hash_SHA256(i),100003,0
4773,Hash_SHA256(i),1000003,0
4774,Sequential,1009,0
4774,Sequential,100003,0
4774,Sequential,1000003,0
4774,Polynomial,1009,0
4774,Polynomial,100003,0
4774,Polynomial,1000003,0
4774,Exponential,1009,0
4774,Exponential,100003,0
4774,Exponential,1000003,0
4774,Hash_SHA256(i),1009,0
4774,Hash_SHA256(i),100003,0
4774,Hash_SHA256(i),1000003,0
4775,Sequential,1009,0
4775,Sequential,100003,0
4775,Sequential,1000003,0
4775,Polynomial,1009,0
4775,Polynomial,100003,0
4775,Polynomial,1000003,0
4775,Exponential,1009,0
4775,Exponential,100003,0
4775,Exponential,1000003,0
4775,Hash_SHA256(i),1009,0
4775,Hash_SHA256(i),100003,0
4775,Hash_SHA256(i),1000003,0
4776,Sequential,1009,0
4776,Sequential,100003,0
4776,Sequential,1000003,0
4776,Polynomial,1009,0
4776,Polynomial,100003,0
4776,Polynomial,1000003,0
4776,Exponential,1009,0
4776,Exponential,100003,0
4776,Exponential,1000003,0
4776,Hash_SHA256(i),1009,0
4776,Hash_SHA256(i),100003,0
4776,Hash_SHA256(i),1000003,0
4777,Sequential,1009,0
4777,Sequential,100003,0
4777,Sequential,1000003,0
4777,Polynomial,1009,0
4777,Polynomial,100003,0
4777,Polynomial,1000003,0
4777,Exponential,1009,0
4777,Exponential,100003,0
4777,Exponential,1000003,0
4777,Hash_SHA256(i),1009,0
4777,Hash_SHA256(i),100003,0
4777,Hash_SHA256(i),1000003,0
4778,Sequential,1009,0
